[1|K0a1]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 3*L^2*M^4 - M^6 - L^4 + 2*L^2*M^2 + 4*M^4 - 6*M^2 + L^-2*M^4 + 4 - 3*L^-2*M^2 + 2*L^-2|K10a52]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 3*L^2*M^4 - M^6 - L^4 + 3*L^2*M^2 + 3*M^4 - 2*L^2 - 2*M^2 + L^-2*M^4 - 2*L^-2*M^2|mK10a93]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 3*L^2*M^4 - M^6 - L^4 + 3*L^2*M^2 + 3*M^4 - 2*L^2 - 3*M^2 + 2*L^-2*M^4 + 2 - 6*L^-2*M^2 + 4*L^-2 - L^-4*M^2 + 2*L^-4|K11a258]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 3*L^2*M^2 - 3*M^4 + 4*M^2 - L^-2*M^4 - 2 + 2*L^-2*M^2 - 2*L^-2|K10a90]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 3*L^2*M^2 - 3*M^4 + L^2 + 3*M^2 - L^-2*M^4 + 2*L^-2*M^2 - L^-2|K10a102]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 3*L^2*M^2 - 3*M^4 + L^2 + 4*M^2 - 2*L^-2*M^4 - 2 + 6*L^-2*M^2 - 5*L^-2 + L^-4*M^2 - 2*L^-4|mK11a58]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 3*L^2*M^4 - M^6 - L^4 + 3*L^2*M^2 + 3*M^4 - L^2 - 4*M^2 + 2*L^-2*M^4 + 3 - 5*L^-2*M^2 + 3*L^-2 - L^-4*M^2 + L^-4|mK11a323]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 4*L^2*M^2 - 2*M^4 + 2*L^2 - L^-2*M^4 + 2 + L^-2*M^2|K10a86]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 4*L^2*M^2 - 2*M^4 + 2*L^2 + M^2 - 2*L^-2*M^4 + 1 + 4*L^-2*M^2 - 2*L^-2 + L^-4*M^2 - L^-4|mK11a110]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 4*L^2*M^2 - 2*M^4 + L^2 + 2*M^2 - 2*L^-2*M^4 - 1 + 4*L^-2*M^2 - 3*L^-2 + L^-4*M^2 - L^-4|mK11a84]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 5*L^2*M^2 - M^4 + 2*L^2 - M^2 - 2*L^-2*M^4 + 2 + 2*L^-2*M^2 + L^-4*M^2|mK11a187]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 3*L^2*M^4 + M^6 + L^4 - 5*L^2*M^2 - M^4 + 3*L^2 - 2*M^2 - 2*L^-2*M^4 + 3 + 3*L^-2*M^2 - L^-2 + L^-4*M^2 - L^-4|mK11a56]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 4*L^2*M^4 - 2*L^4 + 7*L^2*M^2 - 2*M^4 - 5*L^2 + 5*M^2 - 3 + L^-2*M^2 - L^-2|mK9a29]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + 2*L^4 - 8*L^2*M^2 + 3*M^4 + 5*L^2 - 7*M^2 + 5 - 2*L^-2*M^2 + L^-2|mK11n119]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 - 4*L^2*M^2 + M^4 - 2*M^2 + 1|K11n86]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 4*L^2*M^4 + 5*L^2*M^2 - 2*M^4 - 2*L^2 + 6*M^2 - 3 + L^-2*M^2 - 2*L^-2|K9a17]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 - 5*L^2*M^2 + 2*M^4 + L^2 - 5*M^2 + 3 - L^-2*M^2 + L^-2|K11n85]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 4*L^2*M^4 - L^4 + 5*L^2*M^2 - M^4 - 2*L^2 + 2*M^2|mK10n33]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 4*L^2*M^4 - L^4 + 5*L^2*M^2 - M^4 - 2*L^2 + 2*M^2|mK8a16]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + L^4 - 5*L^2*M^2 + M^4 + L^2 - M^2 - L^-2|K11n110]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + L^4 - 6*L^2*M^2 + 2*M^4 + 2*L^2 - 4*M^2 + 2 - L^-2*M^2|mK11n130]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + L^4 - 6*L^2*M^2 + 2*M^4 + 3*L^2 - 5*M^2 + 4 - L^-2*M^2 + L^-2|K11n21]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + L^4 - 6*L^2*M^2 + 2*M^4 + 3*L^2 - 5*M^2 + 4 - L^-2*M^2 + L^-2|K11n4]
[-L^4*M^4 + L^2*M^6 + 2*L^4*M^2 - 4*L^2*M^4 - L^4 + 6*L^2*M^2 - 2*M^4 - 4*L^2 + 6*M^2 - 4 + L^-2*M^2 - 2*L^-2|K9a22]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 4*L^2*M^4 + L^4 - 7*L^2*M^2 + 3*M^4 + 4*L^2 - 8*M^2 + 6 - 2*L^-2*M^2 + 2*L^-2|K11n55]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 5*L^2*M^4 - M^6 + L^4 - 9*L^2*M^2 + 7*M^4 + 5*L^2 - 13*M^2 + L^-2*M^4 + 8 - 4*L^-2*M^2 + 3*L^-2|K11n39]
[L^4*M^4 - L^2*M^6 - 2*L^4*M^2 + 5*L^2*M^4 - M^6 + L^4 - 9*L^2*M^2 + 7*M^4 + 5*L^2 - 13*M^2 + L^-2*M^4 + 8 - 4*L^-2*M^2 + 3*L^-2|K11n45]
[-L^4*M^4 + L^2*M^6 + 3*L^4*M^2 - 4*L^2*M^4 - M^6 - 2*L^4 + 4*L^2*M^2 + 5*M^4 - L^2 - 8*M^2 + L^-2*M^4 + 5 - 4*L^-2*M^2 + 3*L^-2|K5a1,mK5a2]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 4*L^2*M^4 + M^6 + 2*L^4 - 5*L^2*M^2 - 4*M^4 + 2*L^2 + 5*M^2 - L^-2*M^4 - 1 + 3*L^-2*M^2 - 2*L^-2|K10a22]
[-L^4*M^4 + L^2*M^6 + 3*L^4*M^2 - 4*L^2*M^4 - M^6 - 2*L^4 + 5*L^2*M^2 + 4*M^4 - 2*L^2 - 5*M^2 + L^-2*M^4 + 3 - 3*L^-2*M^2 + 2*L^-2|mK10a54]
[-L^4*M^4 + L^2*M^6 + 3*L^4*M^2 - 4*L^2*M^4 - M^6 - 2*L^4 + 5*L^2*M^2 + 4*M^4 - 3*L^2 - 4*M^2 + L^-2*M^4 + 1 - 3*L^-2*M^2 + L^-2|mK10a15]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 4*L^2*M^4 + M^6 + 2*L^4 - 6*L^2*M^2 - 3*M^4 + 3*L^2 + 2*M^2 - L^-2*M^4 + 1 + 2*L^-2*M^2 - L^-2|K10a26]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 4*L^2*M^4 + M^6 + 2*L^4 - 6*L^2*M^2 - 3*M^4 + 3*L^2 + 3*M^2 - 2*L^-2*M^4 - 1 + 6*L^-2*M^2 - 5*L^-2 + L^-4*M^2 - 2*L^-4|mK3a1,K8a6]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 4*L^2*M^4 + M^6 + 2*L^4 - 7*L^2*M^2 - 2*M^4 + 5*L^2 - M^2 - 2*L^-2*M^4 + 4 + 4*L^-2*M^2 - L^-2 + L^-4*M^2 - L^-4|mK3a1,K8a11]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 10*L^2*M^2 + 3*M^4 + 7*L^2 - 10*M^2 + 9 - 2*L^-2*M^2 + 3*L^-2|mK3a1,K8n3]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 8*L^2*M^2 + M^4 + 3*L^2 - 2*M^2 + 1 - L^-2|mK11n48]
[-L^4*M^4 + L^2*M^6 + 3*L^4*M^2 - 5*L^2*M^4 - 2*L^4 + 8*L^2*M^2 - M^4 - 4*L^2 + 3*M^2 - 1|mK8a7]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 8*L^2*M^2 + M^4 + 4*L^2 - 3*M^2 + 3|mK10n32]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 8*L^2*M^2 + M^4 + 4*L^2 - 3*M^2 + 3|mK11n37]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + 2*L^4 - 9*L^2*M^2 + 2*M^4 + 5*L^2 - 6*M^2 + 5 - L^-2*M^2 + L^-2|mK11n53]
[-L^4*M^4 + L^2*M^6 + 3*L^4*M^2 - 5*L^2*M^4 - 3*L^4 + 9*L^2*M^2 - M^4 - 6*L^2 + 3*M^2 - 2|mK8a10]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + L^4 - 6*L^2*M^2 + L^2 + L^-2*M^2 - L^-2|K11n143]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 5*L^2*M^4 + L^4 - 7*L^2*M^2 + M^4 + 2*L^2 - 3*M^2 + 2|K10n18]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 6*L^2*M^4 - M^6 + 2*L^4 - 11*L^2*M^2 + 6*M^4 + 6*L^2 - 11*M^2 + L^-2*M^4 + 7 - 3*L^-2*M^2 + 2*L^-2|mK11n34]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 6*L^2*M^4 - M^6 + 2*L^4 - 11*L^2*M^2 + 6*M^4 + 6*L^2 - 11*M^2 + L^-2*M^4 + 7 - 3*L^-2*M^2 + 2*L^-2|mK11n42]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 6*L^2*M^4 - M^6 + 2*L^4 - 12*L^2*M^2 + 7*M^4 + 8*L^2 - 15*M^2 + L^-2*M^4 + 11 - 4*L^-2*M^2 + 4*L^-2|K11n73]
[L^4*M^4 - L^2*M^6 - 3*L^4*M^2 + 6*L^2*M^4 - M^6 + 2*L^4 - 12*L^2*M^2 + 7*M^4 + 8*L^2 - 15*M^2 + L^-2*M^4 + 11 - 4*L^-2*M^2 + 4*L^-2|K11n74]
[L^4*M^4 - L^2*M^6 - 4*L^4*M^2 + 6*L^2*M^4 + 3*L^4 - 11*L^2*M^2 + M^4 + 6*L^2 - 4*M^2 + 4|K11n70]
[-L^4*M^4 + L^2*M^6 + 4*L^4*M^2 - 6*L^2*M^4 - 4*L^4 + 12*L^2*M^2 - M^4 - 8*L^2 + 4*M^2 - 3|mK3a1,K5a1]
[L^4*M^4 - L^2*M^6 + L^2*M^4 + M^6 - 2*L^4 + 3*L^2*M^2 - 2*M^4 - 4*L^2 + 2*M^2 - L^-2*M^4 - 1 + L^-2*M^2|mK10a122]
[L^4*M^4 - L^2*M^6 + L^2*M^4 + M^6 - L^2*M^2 - M^2 - 2*L^-2*M^4 + 1 + L^-2*M^2 + L^-4*M^2|K11a138]
[L^4*M^4 - L^2*M^6 + L^2*M^4 + M^6 - L^2*M^2 - M^2 - 2*L^-2*M^4 + 1 + L^-2*M^2 + L^-4*M^2|mK11a285]
[L^4*M^4 - L^2*M^6 + L^2*M^4 + M^6 - L^4 + L^2*M^2 - M^4 - 2*L^2 + M^2 - 2*L^-2*M^4 - 1 + 3*L^-2*M^2 - 2*L^-2 + L^-4*M^2 - L^-4|K11a52]
[L^4*M^4 - L^2*M^6 + L^2*M^4 + M^6 - M^4 - 2*L^2 + 3*M^2 - 2*L^-2*M^4 - 3 + 2*L^-2*M^2 - 2*L^-2 + L^-4*M^2|K11a135]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - 2*L^2*M^2 - M^4 - 2*L^-2*M^4 + 1 + 2*L^-2*M^2 + L^-4*M^2|K11a91]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - 2*L^2*M^2 - M^4 - 2*L^-2*M^4 + 3*L^-2*M^2 - 2*L^-2 + L^-4*M^2 - L^-4|K11a104]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - 2*L^2*M^2 - M^4 - 2*L^-2*M^4 + 3*L^-2*M^2 - 2*L^-2 + L^-4*M^2 - L^-4|K11a168]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - 2*L^2*M^2 - M^4 + L^2 - M^2 - 2*L^-2*M^4 + 2 + 3*L^-2*M^2 - L^-2 + L^-4*M^2 - L^-4|mK11a36]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - 3*L^2*M^2 + L^2 - 3*M^2 - 2*L^-2*M^4 + 3 + L^-2*M^2 + L^-2 + L^-4*M^2|K11a69]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - L^2*M^2 - 2*M^4 - L^2 + 2*M^2 - L^-2*M^4 - 1 + L^-2*M^2 - L^-2|mK10a119]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - L^2*M^2 - 2*M^4 - L^2 + 3*M^2 - 2*L^-2*M^4 - 2 + 4*L^-2*M^2 - 3*L^-2 + L^-4*M^2 - L^-4|K11a11]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - L^2*M^2 - 2*M^4 - L^2 + 3*M^2 - 2*L^-2*M^4 - 2 + 4*L^-2*M^2 - 3*L^-2 + L^-4*M^2 - L^-4|K11a167]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - L^4 - 2*M^4 - 2*L^2 + M^2 - L^-2*M^4 + L^-2*M^2|mK10a114]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 + L^4 - 3*L^2*M^2 - M^4 + L^2 + M^2 - 2*L^-2*M^4 + 2*L^-2*M^2 - L^-2 + L^-4*M^2|K11a270]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 + L^4 - 4*L^2*M^2 + 2*L^2 - 2*M^2 - 2*L^-2*M^4 + 2 + L^-2*M^2 + L^-4*M^2|K11a272]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 + L^4 - 4*L^2*M^2 + 2*L^2 - 2*M^2 - 2*L^-2*M^4 + 2 + L^-2*M^2 + L^-4*M^2|K11a30]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 2*L^2*M^4 + M^6 - L^4 + L^2*M^2 - 3*M^4 - 3*L^2 + 4*M^2 - L^-2*M^4 - 2 + 2*L^-2*M^2 - L^-2|K10a87]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 3*L^2*M^4 - 3*L^2*M^2 + 2*M^4 - 3*M^2 + 1 - L^-2*M^2|mK11n157]
[-L^4*M^4 + L^2*M^6 + L^4*M^2 - 3*L^2*M^4 + 3*L^2*M^2 - 2*M^4 - L^2 + 4*M^2 - 1 + L^-2*M^2 - L^-2|K11n124]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 3*L^2*M^4 - 4*L^2*M^2 + 3*M^4 + L^2 - 6*M^2 + 3 - 2*L^-2*M^2 + L^-2|K11n156]
[-L^4*M^4 + L^2*M^6 + L^4*M^2 - 3*L^2*M^4 + L^4 + 2*L^2*M^2 - 2*M^4 + 5*M^2 - 2 + L^-2*M^2 - 2*L^-2|K11n33]
[L^4*M^4 - L^2*M^6 - L^4*M^2 + 3*L^2*M^4 - L^4 - 2*L^2*M^2 + 2*M^4 - L^2 - 4*M^2 + 2 - L^-2*M^2 + L^-2|K11n94]
[-L^4*M^4 + L^2*M^6 + L^6 - 3*L^2*M^4 + 2*L^4 + 2*L^2*M^2 - M^4 + L^2 + M^2 + 1|K10n40]
[-L^4*M^4 + L^2*M^6 + L^6 - 3*L^2*M^4 + 5*L^2*M^2 - 2*M^4 - 3*L^2 + 3*M^2 - 1 + L^-2*M^2|K11n168]
[-L^4*M^4 + L^2*M^6 + L^6 - 3*L^2*M^4 + L^4 + 4*L^2*M^2 - 2*M^4 - 2*L^2 + 4*M^2 - 2 + L^-2*M^2 - L^-2|K11n7]
[-L^4*M^4 + L^2*M^6 - L^6 + 3*L^4*M^2 - 3*L^2*M^4 - M^6 - L^4 + L^2*M^2 + 3*M^4 - M^2 + L^-2*M^4 - 2*L^-2*M^2 - L^-2|K11n155]
[-L^4*M^4 + L^2*M^6 - L^6 + 3*L^4*M^2 - 4*L^2*M^4 - 2*L^4 + 4*L^2*M^2 - M^4 - L^2 + 2*M^2 + 1|K9n6]
[-L^4*M^4 + L^2*M^6 - L^6 + 3*L^4*M^2 - 4*L^2*M^4 - 2*L^4 + 5*L^2*M^2 - 2*M^4 - 3*L^2 + 6*M^2 - 3 + L^-2*M^2 - 2*L^-2|K10n15]
[L^4*M^4 - L^2*M^6 + L^6 - 5*L^4*M^2 + 6*L^2*M^4 + 4*L^4 - 10*L^2*M^2 + M^4 + 5*L^2 - 4*M^2 + 3|mK11n19]
[-L^4*M^4 + L^2*M^6 + L^6 + L^4*M^2 - 4*L^2*M^4 + 6*L^2*M^2 - M^4 - 3*L^2 + 2*M^2 - 1|mK10n28]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 4*L^-6*M^2 + 4*L^-8*M^4 - 2*L^-6 - 6*L^-8*M^2 - L^-10*M^4 + 2*L^-8 - 3*L^-10*M^2 + 4*L^-10 + L^-12*M^2 + L^-12|mK11a123]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 4*L^-6*M^2 + 4*L^-8*M^4 - 8*L^-8*M^2 - L^-10*M^4 + 5*L^-8 - 2*L^-10*M^2 + 4*L^-10 + L^-12*M^2|mK11a354]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 4*L^-6*M^2 + 4*L^-8*M^4 - L^-6 - 7*L^-8*M^2 - L^-10*M^4 + 3*L^-8 - 2*L^-10*M^2 + 3*L^-10 + L^-12*M^2|mK11a320]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - 2*L^-6 - 4*L^-8*M^2 - L^-10*M^4 + L^-12*M^2 - L^-12|mK11a237]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - 2*L^-6 - 4*L^-8*M^2 - L^-10*M^4 + L^-8 - L^-10*M^2 + 2*L^-10 + L^-12*M^2|mK11a192]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - 2*L^-6 - 4*L^-8*M^2 - L^-10*M^4 + L^-8 - L^-10*M^2 + 2*L^-10 + L^-12*M^2|mK11a299]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - 2*L^-6 - 5*L^-8*M^2 + 2*L^-8 - 4*L^-10*M^2 + 4*L^-10 + L^-12|mK10a101]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - 6*L^-8*M^2 - L^-10*M^4 + 3*L^-8 + L^-10*M^2 + L^-12*M^2 - 2*L^-12|mK11a366]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 5*L^-6*M^2 + 3*L^-8*M^4 - L^-6 - 5*L^-8*M^2 - L^-10*M^4 + 2*L^-8 + L^-10 + L^-12*M^2 - L^-12|mK11a337]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 6*L^-6*M^2 + 2*L^-8*M^4 - 2*L^-6 - 3*L^-8*M^2 + L^-8 - 2*L^-10*M^2 + 2*L^-10|mK11n171]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 6*L^-6*M^2 + 2*L^-8*M^4 - 3*L^-6 - 2*L^-8*M^2 - 3*L^-10*M^2 + 3*L^-10 + L^-12|mK10a53]
[L^-4*M^4 - L^-4*M^2 - 3*L^-6*M^4 + 7*L^-6*M^2 + L^-8*M^4 - 4*L^-6 + L^-8*M^2 - 3*L^-8 - L^-10*M^2|mK9a38]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 2*L^4*M^2 + 8*L^2*M^4 - M^6 - 4*L^2*M^2 + 3*M^4 - 2*M^2 + 1|mK10a116]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 2*L^4*M^2 + 9*L^2*M^4 - 2*M^6 - 6*L^2*M^2 + 7*M^4 - 6*M^2 + L^-2*M^4 + 1 - 2*L^-2*M^2|K11a81]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 2*L^4*M^2 + 9*L^2*M^4 - 2*M^6 - 6*L^2*M^2 + 7*M^4 - 6*M^2 + L^-2*M^4 + 1 - 2*L^-2*M^2|mK11a282]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 2*L^4*M^2 + 9*L^2*M^4 - 2*M^6 - 7*L^2*M^2 + 8*M^4 + 2*L^2 - 10*M^2 + L^-2*M^4 + 5 - 3*L^-2*M^2 + 2*L^-2|K11a163]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 2*L^4*M^2 + 9*L^2*M^4 - 2*M^6 - L^4 - 5*L^2*M^2 + 7*M^4 - L^2 - 7*M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2 + L^-2|mK11a305]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 + 2*L^4 - 10*L^2*M^2 + 7*M^4 + 4*L^2 - 7*M^2 + L^-2*M^4 + 3 - 2*L^-2*M^2|K11a99]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 - 8*L^2*M^2 + 7*M^4 + L^2 - 8*M^2 + L^-2*M^4 + 3 - 2*L^-2*M^2 + L^-2|K11a286]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 + L^4 - 10*L^2*M^2 + 8*M^4 + 4*L^2 - 11*M^2 + L^-2*M^4 + 6 - 3*L^-2*M^2 + 2*L^-2|K11a252]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 + L^4 - 10*L^2*M^2 + 8*M^4 + 4*L^2 - 11*M^2 + L^-2*M^4 + 6 - 3*L^-2*M^2 + 2*L^-2|K11a254]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 + L^4 - 8*L^2*M^2 + 6*M^4 + L^2 - 4*M^2 + L^-2*M^4 - L^-2*M^2 - L^-2|K11a269]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 3*L^4*M^2 + 10*L^2*M^4 - 2*M^6 + L^4 - 9*L^2*M^2 + 7*M^4 + 2*L^2 - 7*M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2|K11a268]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - 4*L^4*M^2 + 11*L^2*M^4 - 2*M^6 + 2*L^4 - 12*L^2*M^2 + 7*M^4 + 5*L^2 - 9*M^2 + L^-2*M^4 + 5 - 2*L^-2*M^2 + L^-2|K11a281]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - L^4*M^2 + 7*L^2*M^4 - M^6 - 2*L^4 + 3*M^4 - 4*L^2 - M^2 - 1|mK10a112]
[-L^4*M^6 + L^2*M^8 + 3*L^4*M^4 - 5*L^2*M^6 - L^4*M^2 + 8*L^2*M^4 - 2*M^6 - L^4 - 4*L^2*M^2 + 8*M^4 - L^2 - 8*M^2 + L^-2*M^4 + 2 - 3*L^-2*M^2 + L^-2|K11a68]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 4*L^4*M^2 + 12*L^2*M^4 - M^6 - 8*L^2*M^2 + 4*M^4 - 4*M^2 + 1|K10a82]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 4*L^4*M^2 + 13*L^2*M^4 - 2*M^6 + L^4 - 12*L^2*M^2 + 9*M^4 + 3*L^2 - 11*M^2 + L^-2*M^4 + 4 - 3*L^-2*M^2 + L^-2|mK11a174]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 4*L^4*M^2 + 13*L^2*M^4 - 2*M^6 + L^4 - 13*L^2*M^2 + 10*M^4 + 5*L^2 - 15*M^2 + L^-2*M^4 + 8 - 4*L^-2*M^2 + 3*L^-2|mK11a55]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 5*L^4*M^2 + 13*L^2*M^4 - M^6 + 2*L^4 - 12*L^2*M^2 + 4*M^4 + 4*L^2 - 5*M^2 + 3|K10a94]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 5*L^4*M^2 + 13*L^2*M^4 - M^6 + L^4 - 11*L^2*M^2 + 4*M^4 + 2*L^2 - 5*M^2 + 2|K10a106]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 5*L^4*M^2 + 14*L^2*M^4 - 2*M^6 + 2*L^4 - 15*L^2*M^2 + 9*M^4 + 5*L^2 - 12*M^2 + L^-2*M^4 + 5 - 3*L^-2*M^2 + L^-2|K11a86]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 5*L^4*M^2 + 14*L^2*M^4 - 2*M^6 + 2*L^4 - 15*L^2*M^2 + 9*M^4 + 6*L^2 - 13*M^2 + L^-2*M^4 + 7 - 3*L^-2*M^2 + 2*L^-2|mK11a33]
[-L^4*M^6 + L^2*M^8 + 4*L^4*M^4 - 6*L^2*M^6 - 5*L^4*M^2 + 14*L^2*M^4 - 2*M^6 + 2*L^4 - 15*L^2*M^2 + 9*M^4 + 6*L^2 - 13*M^2 + L^-2*M^4 + 7 - 3*L^-2*M^2 + 2*L^-2|mK11a82]
